ID Log,ID Motor,Status,SP Frequencia,Feed Corrente,Feed Tensão Entrada,Timestamp,anomaly
198,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:08:46.103123,1
199,1,1.0,72.0,4.9,385.9154968261719,2024-06-07 20:08:56.105266,1
200,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:08:56.105266,1
201,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:08:56.105266,1
202,1,1.0,72.0,4.9,386.6197204589844,2024-06-07 20:09:06.103149,1
203,2,1.0,68.0,7.8,390.1408386230469,2024-06-07 20:09:06.103149,1
204,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:09:06.103149,1
205,1,1.0,72.0,4.9,386.6197204589844,2024-06-07 20:09:16.102687,1
206,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:09:16.102687,1
207,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:09:16.102687,1
208,1,1.0,72.0,4.9,386.6197204589844,2024-06-07 20:09:26.102471,1
209,2,1.0,68.0,7.8,390.1408386230469,2024-06-07 20:09:26.102471,1
210,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:09:26.102471,1
211,1,1.0,72.0,4.9,383.8028259277344,2024-06-07 20:09:36.104075,1
212,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:09:36.104075,1
213,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:09:36.104075,1
214,1,1.0,72.0,4.9,384.5070495605469,2024-06-07 20:09:46.101156,1
215,2,1.0,68.0,7.8,390.8450622558594,2024-06-07 20:09:46.101156,1
216,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:09:46.101156,1
217,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:09:56.103298,1
218,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:09:56.103298,1
219,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:09:56.103298,1
220,1,1.0,72.0,4.9,384.5070495605469,2024-06-07 20:10:06.102741,1
221,2,1.0,68.0,7.8,390.8450622558594,2024-06-07 20:10:06.102741,1
222,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:10:06.102741,1
223,1,1.0,72.0,4.9,384.5070495605469,2024-06-07 20:10:16.102087,1
224,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:10:16.102087,1
225,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:10:16.102087,1
226,1,1.0,72.0,4.9,384.5070495605469,2024-06-07 20:10:26.101432,1
227,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:10:26.101432,1
228,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:10:26.101432,1
229,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:10:36.101800,1
230,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:10:36.101800,1
231,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:10:36.101800,1
232,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:10:46.102195,1
233,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:10:46.102195,1
234,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:10:46.102195,1
235,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:10:56.102343,1
236,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:10:56.102343,1
237,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:10:56.102343,1
238,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:11:06.101212,1
239,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:11:06.101212,1
240,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:11:06.101212,1
241,1,1.0,72.0,4.9,386.6197204589844,2024-06-07 20:11:16.101248,1
242,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:11:16.101248,1
243,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:11:16.101248,1
244,1,1.0,72.0,4.9,386.6197204589844,2024-06-07 20:11:26.101497,1
245,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:11:26.101497,1
246,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:11:26.101497,1
247,1,1.0,72.0,4.9,385.9154968261719,2024-06-07 20:11:36.100112,1
248,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:11:36.100112,1
249,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:11:36.100112,1
250,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:11:46.099856,1
251,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:11:46.099856,1
252,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:11:46.099856,1
253,1,1.0,72.0,4.9,385.9154968261719,2024-06-07 20:11:56.101857,1
254,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:11:56.101857,1
255,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:11:56.101857,1
256,1,1.0,72.0,4.9,384.5070495605469,2024-06-07 20:12:06.100511,1
257,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:12:06.100511,1
258,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:12:06.100511,-1
259,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:12:16.100148,1
260,2,1.0,68.0,7.8,390.8450622558594,2024-06-07 20:12:16.100148,1
261,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:12:16.100148,-1
262,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:12:26.100381,1
263,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:12:26.100381,1
264,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:12:26.100381,-1
265,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:12:36.100263,1
266,2,1.0,68.0,7.8,390.8450622558594,2024-06-07 20:12:36.100263,1
267,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:12:36.100263,1
268,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:12:46.100272,1
269,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:12:46.100272,1
270,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:12:46.100272,1
271,1,1.0,72.0,4.9,384.5070495605469,2024-06-07 20:12:56.099690,1
272,2,1.0,68.0,7.8,392.2535095214844,2024-06-07 20:12:56.099690,1
273,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:12:56.099690,1
274,1,1.0,72.0,4.9,385.2112731933594,2024-06-07 20:13:06.100427,1
275,2,1.0,68.0,7.8,391.5492858886719,2024-06-07 20:13:06.100427,1
276,3,1.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:13:06.100427,1
277,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:13:16.098744,-1
278,2,0.0,68.0,0.0,404.225341796875,2024-06-07 20:13:16.098744,-1
279,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:13:16.098744,-1
280,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:13:26.101257,-1
281,2,0.0,68.0,0.0,404.225341796875,2024-06-07 20:13:26.101257,-1
282,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:13:26.101257,-1
283,1,0.0,72.0,0.0,399.2957763671875,2024-06-07 20:13:36.099991,-1
284,2,0.0,68.0,0.0,404.225341796875,2024-06-07 20:13:36.099991,-1
285,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:13:36.099991,-1
286,1,0.0,72.0,0.0,399.2957763671875,2024-06-07 20:13:46.099449,-1
287,2,0.0,68.0,0.0,405.6337890625,2024-06-07 20:13:46.099449,-1
288,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:13:46.099449,-1
289,1,0.0,72.0,0.0,397.18310546875,2024-06-07 20:13:56.100480,-1
290,2,0.0,68.0,0.0,404.225341796875,2024-06-07 20:13:56.100480,-1
291,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:13:56.100480,-1
292,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:14:06.100027,-1
293,2,0.0,68.0,0.0,403.5211181640625,2024-06-07 20:14:06.100027,-1
294,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:14:06.100027,-1
295,1,0.0,72.0,0.0,397.18310546875,2024-06-07 20:14:16.098789,-1
296,2,0.0,68.0,0.0,403.5211181640625,2024-06-07 20:14:16.098789,-1
297,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:14:16.098789,-1
298,1,0.0,72.0,0.0,397.18310546875,2024-06-07 20:14:26.099872,-1
299,2,0.0,68.0,0.0,402.81689453125,2024-06-07 20:14:26.099872,-1
300,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:14:26.099872,-1
301,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:14:36.098418,-1
302,2,0.0,68.0,0.0,402.81689453125,2024-06-07 20:14:36.098418,-1
303,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:14:36.098418,-1
304,1,0.0,72.0,0.0,397.18310546875,2024-06-07 20:14:46.098251,-1
305,2,0.0,68.0,0.0,402.81689453125,2024-06-07 20:14:46.098251,-1
306,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:14:46.098251,-1
307,1,0.0,72.0,0.0,396.4788818359375,2024-06-07 20:14:56.098481,-1
308,2,0.0,68.0,0.0,403.5211181640625,2024-06-07 20:14:56.098481,-1
309,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:14:56.098481,-1
310,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:15:06.099267,-1
311,2,0.0,68.0,0.0,403.5211181640625,2024-06-07 20:15:06.099267,-1
312,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:15:06.099267,-1
313,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:15:16.099436,-1
314,2,0.0,68.0,0.0,402.81689453125,2024-06-07 20:15:16.099436,-1
315,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:15:16.099436,-1
316,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:15:26.099449,-1
317,2,0.0,68.0,0.0,403.5211181640625,2024-06-07 20:15:26.099449,-1
318,3,0.0,60.0,8.15793514251709,389.7659912109375,2024-06-07 20:15:26.099449,-1
319,1,0.0,72.0,0.0,397.8873291015625,2024-06-07 20:15:36.098440,-1
320,2,0.0,68.0,0.0,403.5211181640625,2024-06-07 20:15:36.098440,-1
